Date,Daily number of positive tests (may count people more than once),3-day average of daily number of positive tests (may count people more than once),Cumulative positive tests (may count people more than once),Daily number of negative tests (may count people more than once),Cumulative negative tests (may count people more than once),Daily total tests completed (may count people more than once),Cumulative total tests completed (may count people more than once),New people who tested positive (counts first positive lab per person),3-day average of new people who tested positive (counts first positive lab per person),Cumulative people who tested positive (counts first positive lab per person),New people who have only tested negative (counts first negative lab per person),Cumulative people who have only tested negative (counts first negative lab per person),Cumulative people tested (one count per person),New hospital admissions,Cumulative hospital admissions,New hospital discharges,Cumulative hospital discharges,Hospital deaths,Cumulative hospital deaths,Currently hospitalized,3-day average of currently hospitalized,Currently in ICU,Currently vented,Date of death,Total deaths,Daily number of first vaccine doses administered (includes single-dose vaccines),Daily number of second vaccine doses administered (only applicable for two-dose vaccines),Daily total number of vaccine doses administered,Cumulative total number of vaccine doses administered,Daily number of people at least partially vaccinated,Cumulative total number of people at least partially vaccinated,Daily number of people fully vaccinated,Cumulative total number of people fully vaccinated
7/8/2020,105,96,25261,3409,257050,3514,282311,64,56,17218,1291,132344,149562,4,2030,2,1671,0,310,49,48,10,9,0,994,-,-,--,--,--,--,--,--
7/9/2020,94,93,25355,3714,260764,3808,286119,50,54,17268,1485,133829,151097,9,2039,3,1674,0,310,55,50,10,9,0,994,-,-,--,--,--,--,--,--
7/10/2020,132,110,25487,4437,265201,4569,290688,80,65,17348,1896,135725,153073,6,2045,3,1677,2,312,56,53,8,7,3,997,-,-,--,--,--,--,--,--
7/11/2020,63,96,25550,2938,268139,3001,293689,36,55,17384,1203,136928,154312,6,2051,3,1680,1,313,58,56,7,6,3,1000,-,-,--,--,--,--,--,--
7/12/2020,47,81,25597,1838,269977,1885,295574,34,50,17418,866,137794,155212,1,2052,3,1683,1,314,55,56,7,5,3,1003,-,-,--,--,--,--,--,--
7/13/2020,84,65,25681,3209,273186,3293,298867,61,44,17479,1380,139174,156653,8,2060,10,1693,0,314,53,55,7,5,1,1004,-,-,--,--,--,--,--,--
7/14/2020,74,68,25755,3299,276485,3373,302240,44,46,17523,1291,140465,157988,7,2067,4,1697,0,314,56,55,5,5,1,1005,-,-,--,--,--,--,--,--
7/15/2020,130,96,25885,4181,280666,4311,306551,100,68,17623,1595,142060,159683,5,2072,7,1704,0,314,54,54,5,4,0,1005,-,-,--,--,--,--,--,--
7/16/2020,103,102,25988,3740,284406,3843,310394,76,73,17699,1480,143540,161239,6,2078,9,1713,0,314,51,54,6,5,1,1006,-,-,--,--,--,--,--,--
7/17/2020,156,130,26144,4239,288645,4395,314789,79,85,17778,1709,145249,163027,14,2092,3,1716,1,315,61,55,5,5,2,1008,-,-,--,--,--,--,--,--
7/18/2020,85,115,26229,3272,291917,3357,318146,70,75,17848,1291,146540,164388,5,2097,9,1725,1,316,56,56,5,4,4,1012,-,-,--,--,--,--,--,--
7/19/2020,82,108,26311,2696,294613,2778,320924,57,69,17905,1056,147596,165501,7,2104,3,1728,0,316,60,59,6,4,2,1014,-,-,--,--,--,--,--,--
7/20/2020,71,79,26382,2667,297280,2738,323662,68,65,17973,1346,148942,166915,9,2113,7,1735,0,316,62,59,7,5,2,1016,-,-,--,--,--,--,--,--
7/21/2020,130,94,26512,4304,301584,4434,328096,108,78,18081,1746,150688,168769,9,2122,11,1746,0,316,60,61,9,6,1,1017,-,-,--,--,--,--,--,--
7/22/2020,130,110,26642,3928,305512,4058,332154,86,87,18167,1542,152230,170397,7,2129,8,1754,1,317,58,60,7,6,1,1018,-,-,--,--,--,--,--,--
7/23/2020,141,134,26783,4414,309926,4555,336709,115,103,18282,1805,154035,172317,8,2137,6,1760,0,317,60,59,8,7,0,1018,-,-,--,--,--,--,--,--
7/24/2020,172,148,26955,5966,315892,6138,342847,119,107,18401,2114,156149,174550,15,2152,12,1772,0,317,63,60,9,7,0,1018,-,-,--,--,--,--,--,--
7/25/2020,134,149,27089,4398,320290,4532,347379,107,114,18508,1948,158097,176605,7,2159,7,1779,0,317,63,62,10,8,3,1021,-,-,--,--,--,--,--,--
7/26/2020,62,123,27151,3032,323322,3094,350473,54,93,18562,1210,159307,177869,7,2166,8,1787,0,317,62,63,11,7,1,1022,-,-,--,--,--,--,--,--
7/27/2020,188,128,27339,4191,327513,4379,354852,139,100,18701,2131,161438,180139,12,2178,7,1794,0,317,67,64,13,8,1,1023,-,-,--,--,--,--,--,--
7/28/2020,105,118,27444,3841,331354,3946,358798,95,96,18796,1507,162945,181741,5,2183,5,1799,0,317,67,65,14,7,1,1024,-,-,--,--,--,--,--,--
7/29/2020,190,161,27634,5140,336494,5330,364128,153,129,18949,2109,165054,184003,9,2192,10,1809,0,317,66,67,15,7,0,1024,-,-,--,--,--,--,--,--
7/30/2020,121,139,27755,4345,340839,4466,368594,96,115,19045,1500,166554,185599,6,2198,2,1811,1,318,69,67,15,6,1,1025,-,-,--,--,--,--,--,--
7/31/2020,131,147,27886,5512,346351,5643,374237,89,113,19134,1670,168224,187358,7,2205,9,1820,0,318,67,67,15,7,1,1026,-,-,--,--,--,--,--,--
8/1/2020,109,120,27995,4294,350645,4403,378640,89,91,19223,1420,169644,188867,7,2212,2,1822,0,318,72,69,14,7,1,1027,-,-,--,--,--,--,--,--
8/2/2020,84,108,28079,2804,353449,2888,381528,62,80,19285,1181,170825,190110,12,2224,12,1834,2,320,70,70,14,8,2,1029,-,-,--,--,--,--,--,--
8/3/2020,188,127,28267,5248,358697,5436,386964,150,100,19435,2025,172850,192285,11,2235,10,1844,0,320,71,71,16,7,1,1030,-,-,--,--,--,--,--,--
8/4/2020,125,132,28392,3691,362388,3816,390780,99,104,19534,1625,174475,194009,8,2243,5,1849,1,321,73,71,12,5,2,1032,-,-,--,--,--,--,--,--
8/5/2020,147,153,28539,5933,368321,6080,396860,119,123,19653,2260,176735,196388,10,2253,8,1857,1,322,74,73,10,5,2,1034,-,-,--,--,--,--,--,--
8/6/2020,169,147,28708,5546,373867,5715,402575,120,113,19773,2154,178889,198662,7,2260,9,1866,0,322,72,73,9,4,0,1034,-,-,--,--,--,--,--,--
8/7/2020,123,146,28831,4852,378719,4975,407550,87,109,19860,1949,180838,200698,12,2272,9,1875,1,323,74,73,9,3,2,1036,-,-,--,--,--,--,--,--
8/8/2020,123,138,28954,4113,382832,4236,411786,91,99,19951,1649,182487,202438,18,2290,5,1880,1,324,86,77,8,3,1,1037,-,-,--,--,--,--,--,--
8/9/2020,42,96,28996,1726,384558,1768,413554,35,71,19986,976,183463,203449,6,2296,8,1888,0,324,84,81,9,4,0,1037,-,-,--,--,--,--,--,--
8/10/2020,149,105,29145,4586,389144,4735,418289,113,80,20099,1864,185327,205426,8,2304,9,1897,0,324,83,84,9,4,1,1038,-,-,--,--,--,--,--,--
8/11/2020,106,99,29251,4334,393478,4440,422729,91,80,20190,2096,187423,207613,5,2309,13,1910,0,324,75,81,10,4,3,1041,-,-,--,--,--,--,--,--
8/12/2020,121,125,29372,5190,398668,5311,428040,102,102,20292,2399,189822,210114,8,2317,11,1921,0,324,72,77,9,3,1,1042,-,-,--,--,--,--,--,--
8/13/2020,135,121,29507,4196,402864,4331,432371,95,96,20387,1752,191574,211961,13,2330,12,1933,0,324,73,73,11,3,0,1042,-,-,--,--,--,--,--,--
8/14/2020,145,134,29652,5499,408363,5644,438015,98,98,20485,1798,193372,213857,13,2343,11,1944,0,324,75,73,11,4,3,1045,-,-,--,--,--,--,--,--
8/15/2020,106,129,29758,4534,412897,4640,442655,87,93,20572,1558,194930,215502,9,2352,11,1955,1,325,72,73,11,5,0,1045,-,-,--,--,--,--,--,--
8/16/2020,83,111,29841,2476,415373,2559,445214,70,85,20642,880,195810,216452,6,2358,5,1960,4,329,69,72,8,4,7,1052,-,-,--,--,--,--,--,--
8/17/2020,106,98,29947,4575,419948,4681,449895,87,81,20729,2200,198010,218739,8,2366,6,1966,0,329,71,71,8,5,2,1054,-,-,--,--,--,--,--,--
8/18/2020,128,106,30075,4912,424860,5040,454935,93,83,20822,2540,200550,221372,11,2377,8,1974,1,330,73,71,8,4,5,1059,-,-,--,--,--,--,--,--
8/19/2020,113,116,30188,5077,429937,5190,460125,90,90,20912,2429,202979,223891,8,2385,9,1983,1,331,71,72,9,5,0,1059,-,-,--,--,--,--,--,--
8/20/2020,173,138,30361,7410,437347,7583,467708,138,107,21050,3249,206228,227278,12,2397,6,1989,2,333,75,73,10,5,3,1062,-,-,--,--,--,--,--,--
8/21/2020,152,146,30513,6578,443925,6730,474438,125,118,21175,2689,208917,230092,8,2405,5,1994,1,334,77,74,9,4,2,1064,-,-,--,--,--,--,--,--
8/22/2020,96,140,30609,5551,449476,5647,480085,84,116,21259,2360,211277,232536,11,2416,12,2006,0,334,76,76,11,4,1,1065,-,-,--,--,--,--,--,--
8/23/2020,72,107,30681,4375,453851,4447,484532,56,88,21315,2256,213533,234848,10,2426,6,2012,0,334,80,78,12,2,1,1066,-,-,--,--,--,--,--,--
8/24/2020,105,91,30786,5784,459635,5889,490421,77,72,21392,2897,216430,237822,7,2433,10,2022,1,335,76,77,14,4,1,1067,-,-,--,--,--,--,--,--
8/25/2020,108,95,30894,4764,464399,4872,495293,93,75,21485,2129,218559,240044,10,2443,4,2026,1,336,81,79,12,4,1,1068,-,-,--,--,--,--,--,--
8/26/2020,170,128,31064,9482,473881,9652,504945,127,99,21612,2844,221403,243015,4,2447,8,2034,0,336,77,78,10,5,1,1069,-,-,--,--,--,--,--,--
8/27/2020,91,123,31155,8566,482447,8657,513602,69,96,21681,2911,224314,245995,6,2453,13,2047,1,337,69,76,7,5,2,1071,-,-,--,--,--,--,--,--
8/28/2020,113,125,31268,7993,490440,8106,521708,86,94,21767,2231,226545,248312,14,2467,3,2050,0,337,80,75,10,7,2,1073,-,-,--,--,--,--,--,--
8/29/2020,65,90,31333,5375,495815,5440,527148,52,69,21819,1780,228325,250144,6,2473,8,2058,1,338,77,75,11,6,2,1075,-,-,--,--,--,--,--,--
8/30/2020,66,81,31399,4323,500138,4389,531537,48,62,21867,1855,230180,252047,7,2480,4,2062,0,338,80,79,9,5,2,1077,-,-,--,--,--,--,--,--
8/31/2020,105,79,31504,4864,505002,4969,536506,81,60,21948,2045,232225,254173,12,2492,16,2078,0,338,76,78,8,4,1,1078,-,-,--,--,--,--,--,--
9/1/2020,99,90,31603,7109,512111,7208,543714,66,65,22014,2219,234444,256458,6,2498,9,2087,1,339,72,76,7,4,2,1080,-,-,--,--,--,--,--,--
9/2/2020,125,110,31728,10528,522639,10653,554367,104,84,22118,2827,237271,259389,9,2507,10,2097,1,340,70,73,8,4,2,1082,-,-,--,--,--,--,--,--
9/3/2020,90,105,31818,11080,533719,11170,565537,73,81,22191,2365,239636,261827,8,2515,8,2105,0,340,70,71,9,4,3,1085,-,-,--,--,--,--,--,--
9/4/2020,103,106,31921,8962,542681,9065,574602,82,86,22273,2183,241819,264092,11,2526,4,2109,0,340,77,72,9,4,1,1086,-,-,--,--,--,--,--,--
9/5/2020,53,82,31974,6307,548988,6360,580962,42,66,22315,1470,243289,265604,6,2532,9,2118,0,340,74,74,8,3,1,1087,-,-,--,--,--,--,--,--
9/6/2020,88,81,32062,4325,553313,4413,585375,65,63,22380,1782,245071,267451,4,2536,8,2126,1,341,69,73,6,3,1,1088,-,-,--,--,--,--,--,--
9/7/2020,35,59,32097,3002,556315,3037,588412,26,44,22406,595,245666,268072,11,2547,3,2129,0,341,77,73,5,3,1,1089,-,-,--,--,--,--,--,--
9/8/2020,74,66,32171,6380,562695,6454,594866,66,52,22472,1455,247121,269593,6,2553,12,2141,1,342,70,72,6,3,2,1091,-,-,--,--,--,--,--,--
9/9/2020,118,76,32289,8650,571345,8768,603634,102,65,22574,1969,249090,271664,10,2563,5,2146,1,343,74,74,9,3,1,1092,-,-,--,--,--,--,--,--
9/10/2020,164,119,32453,11334,582679,11498,615132,111,93,22685,2077,251167,273852,9,2572,8,2154,0,343,75,73,10,3,1,1093,-,-,--,--,--,--,--,--
9/11/2020,120,134,32573,9455,592134,9575,624707,95,103,22780,1807,252974,275754,10,2582,10,2164,0,343,75,75,10,5,0,1093,-,-,--,--,--,--,--,--
9/12/2020,110,131,32683,6158,598292,6268,630975,97,101,22877,1373,254347,277224,8,2590,5,2169,2,345,76,75,9,5,3,1096,-,-,--,--,--,--,--,--
9/13/2020,58,96,32741,2717,601009,2775,633750,53,82,22930,801,255148,278078,4,2594,3,2172,0,345,77,76,10,5,0,1096,-,-,--,--,--,--,--,--
9/14/2020,104,91,32845,6434,607443,6538,640288,96,82,23026,1571,256719,279745,6,2600,3,2175,2,347,78,77,10,5,2,1098,-,-,--,--,--,--,--,--
9/15/2020,122,95,32967,8456,615899,8578,648866,123,91,23149,2005,258724,281873,7,2607,2,2177,1,348,82,79,10,5,2,1100,-,-,--,--,--,--,--,--
9/16/2020,137,121,33104,9707,625606,9844,658710,117,112,23266,1811,260535,283801,7,2614,7,2184,2,350,80,80,9,6,5,1105,-,-,--,--,--,--,--,--
9/17/2020,125,128,33229,9228,634834,9353,668063,151,130,23417,1774,262309,285726,7,2621,15,2199,0,350,72,78,8,4,0,1105,-,-,--,--,--,--,--,--
9/18/2020,132,131,33361,10027,644861,10159,678222,131,133,23548,1757,264066,287614,7,2628,7,2206,1,351,71,74,11,6,2,1107,-,-,--,--,--,--,--,--
9/19/2020,115,124,33476,8292,653153,8407,686629,111,131,23659,1572,265638,289297,7,2635,3,2209,0,351,75,73,10,6,4,1111,-,-,--,--,--,--,--,--
9/20/2020,60,102,33536,3676,656829,3736,690365,49,97,23708,1216,266854,290562,7,2642,6,2215,2,353,74,73,9,8,4,1115,-,-,--,--,--,--,--,--
9/21/2020,102,92,33638,7007,663836,7109,697474,95,85,23803,2265,269119,292922,12,2654,3,2218,2,355,81,77,8,6,2,1117,-,-,--,--,--,--,--,--
9/22/2020,154,105,33792,9275,673111,9429,706903,123,89,23926,2014,271133,295059,12,2666,3,2221,1,356,89,81,7,5,1,1118,-,-,--,--,--,--,--,--
9/23/2020,136,131,33928,10637,683748,10773,717676,128,115,24054,2041,273174,297228,13,2679,7,2228,0,356,95,88,6,5,0,1118,-,-,--,--,--,--,--,--
9/24/2020,120,137,34048,12468,696216,12588,730264,117,123,24171,2902,276076,300247,7,2686,8,2236,1,357,93,92,7,5,1,1119,-,-,--,--,--,--,--,--
9/25/2020,150,135,34198,10546,706762,10696,740960,143,129,24314,2749,278825,303139,9,2695,10,2246,0,357,92,93,6,5,1,1120,-,-,--,--,--,--,--,--
9/26/2020,147,139,34345,10556,717318,10703,751663,120,127,24434,2280,281105,305539,12,2707,8,2254,1,358,95,93,6,5,1,1121,-,-,--,--,--,--,--,--
9/27/2020,43,113,34388,2764,720082,2807,754470,34,99,24468,787,281892,306360,7,2714,5,2259,0,358,97,95,9,5,0,1121,-,-,--,--,--,--,--,--
9/28/2020,156,115,34544,7294,727376,7450,761920,137,97,24605,2106,283998,308603,7,2721,7,2266,2,360,95,96,7,5,2,1123,-,-,--,--,--,--,--,--
9/29/2020,203,134,34747,11034,738410,11237,773157,185,119,24790,2585,286583,311373,12,2733,18,2284,1,361,88,93,6,6,1,1124,-,-,--,--,--,--,--,--
9/30/2020,223,194,34970,12218,750628,12441,785598,189,170,24979,2373,288956,313935,6,2739,6,2290,0,361,88,90,6,6,1,1125,-,-,--,--,--,--,--,--
10/1/2020,184,203,35154,12492,763120,12676,798274,166,180,25145,2194,291150,316295,17,2756,13,2303,1,362,91,89,6,4,2,1127,-,-,--,--,--,--,--,--
10/2/2020,209,205,35363,12149,775269,12358,810632,183,179,25328,2295,293445,318773,14,2770,13,2316,1,363,91,90,8,5,2,1129,-,-,--,--,--,--,--,--
10/3/2020,157,183,35520,9304,784573,9461,820093,131,160,25459,1865,295310,320769,8,2778,8,2324,2,365,89,90,9,4,2,1131,-,-,--,--,--,--,--,--
10/4/2020,81,149,35601,2369,786942,2450,822543,77,130,25536,876,296186,321722,11,2789,9,2333,1,366,90,90,8,5,2,1133,-,-,--,--,--,--,--,--
10/5/2020,175,138,35776,8963,795905,9138,831681,160,123,25696,2807,298993,324689,29,2818,9,2342,2,368,108,96,9,6,4,1137,-,-,--,--,--,--,--,--
10/6/2020,189,148,35965,11190,807095,11379,843060,187,141,25883,2667,301660,327543,11,2829,4,2346,0,368,115,104,11,7,0,1137,-,-,--,--,--,--,--,--
10/7/2020,244,203,36209,12443,819538,12687,855747,243,197,26126,3250,304910,331036,13,2842,14,2360,2,370,112,112,9,7,2,1139,-,-,--,--,--,--,--,--
10/8/2020,283,239,36492,15222,834760,15505,871252,275,235,26401,3855,308765,335166,17,2859,13,2373,2,372,114,114,7,5,4,1143,-,-,--,--,--,--,--,--
10/9/2020,231,253,36723,13729,848489,13960,885212,200,239,26601,3868,312633,339234,21,2880,12,2385,0,372,123,116,10,7,3,1146,-,-,--,--,--,--,--,--
10/10/2020,232,249,36955,13829,862318,14061,899273,192,222,26793,3482,316115,342908,18,2898,9,2394,1,373,131,123,13,7,2,1148,-,-,--,--,--,--,--,--
10/11/2020,100,188,37055,3264,865582,3364,902637,88,160,26881,1082,317197,344078,11,2909,8,2402,1,374,133,129,14,5,6,1154,-,-,--,--,--,--,--,--
10/12/2020,170,167,37225,6420,872002,6590,909227,157,146,27038,1591,318788,345826,19,2928,15,2417,2,376,135,133,14,5,5,1159,-,-,--,--,--,--,--,--
10/13/2020,230,167,37455,8518,880520,8748,917975,213,153,27251,2150,320938,348189,16,2944,13,2430,4,380,134,134,13,5,7,1166,-,-,--,--,--,--,--,--
10/14/2020,351,250,37806,15033,895553,15384,933359,304,225,27555,3713,324651,352206,17,2961,7,2437,0,380,144,138,15,5,2,1168,-,-,--,--,--,--,--,--
10/15/2020,276,286,38082,14627,910180,14903,948262,252,256,27807,3308,327959,355766,11,2972,15,2452,1,381,139,139,13,5,2,1170,-,-,--,--,--,--,--,--
10/16/2020,291,306,38373,15008,925188,15299,963561,276,277,28083,3108,331067,359150,13,2985,18,2470,1,382,133,139,13,4,2,1172,-,-,--,--,--,--,--,--
10/17/2020,363,310,38736,14062,939250,14425,977986,308,279,28391,2992,334059,362450,19,3004,11,2481,1,383,140,137,17,4,2,1174,-,-,--,--,--,--,--,--
10/18/2020,155,270,38891,4039,943289,4194,982180,125,236,28516,1208,335267,363783,18,3022,11,2492,0,383,147,140,17,6,2,1176,-,-,--,--,--,--,--,--
10/19/2020,388,302,39279,8493,951782,8881,991061,318,250,28834,2390,337657,366491,20,3042,21,2513,2,385,144,144,15,6,1,1177,-,-,--,--,--,--,--,--
10/20/2020,440,328,39719,13246,965028,13686,1004747,383,275,29217,2788,340445,369662,22,3064,16,2529,0,385,150,147,14,8,4,1181,-,-,--,--,--,--,--,--
10/21/2020,552,460,40271,17462,982490,18014,1022761,469,390,29686,3214,343659,373345,23,3087,8,2537,2,387,163,152,15,9,3,1184,-,-,--,--,--,--,--,--
10/22/2020,542,511,40813,15867,998357,16409,1039170,485,446,30171,2950,346609,376780,23,3110,20,2557,3,390,163,159,14,9,3,1187,-,-,--,--,--,--,--,--
10/23/2020,517,537,41330,16638,1014995,17155,1056325,460,471,30631,2625,349234,379865,22,3132,22,2579,1,391,162,163,15,9,3,1190,-,-,--,--,--,--,--,--
10/24/2020,361,473,41691,10254,1025249,10615,1066940,336,427,30967,2089,351323,382290,17,3149,10,2589,0,391,169,165,14,8,1,1191,-,-,--,--,--,--,--,--
10/25/2020,236,371,41927,4765,1030014,5001,1071941,211,336,31178,1344,352667,383845,16,3165,15,2604,1,392,169,167,15,8,2,1193,-,-,--,--,--,--,--,--
10/26/2020,456,351,42383,9173,1039187,9629,1081570,401,316,31579,2765,355432,387011,28,3193,15,2619,2,394,180,173,18,8,3,1196,-,-,--,--,--,--,--,--
10/27/2020,522,405,42905,13996,1053183,14518,1096088,455,356,32034,2225,357657,389691,28,3221,14,2633,2,396,192,180,18,9,5,1201,-,-,--,--,--,--,--,--
10/28/2020,469,482,43374,15228,1068411,15697,1111785,410,422,32444,2498,360155,392599,24,3245,25,2658,1,397,190,187,17,9,3,1204,-,-,--,--,--,--,--,--
10/29/2020,612,534,43986,16262,1084673,16874,1128659,526,464,32970,2928,363083,396053,20,3265,22,2680,3,400,185,189,19,11,4,1208,-,-,--,--,--,--,--,--
10/30/2020,565,549,44551,14866,1099539,15431,1144090,471,469,33441,2744,365827,399268,21,3286,21,2701,5,405,180,185,19,9,5,1213,-,-,--,--,--,--,--,--
10/31/2020,602,593,45153,11821,1111360,12423,1156513,486,494,33927,2257,368084,402011,32,3318,13,2714,1,406,198,188,23,10,3,1216,-,-,--,--,--,--,--,--
11/1/2020,330,499,45483,5092,1116452,5422,1161935,275,411,34202,1168,369252,403454,22,3340,15,2729,1,407,204,194,27,13,4,1220,-,-,--,--,--,--,--,--
11/2/2020,525,486,46008,9935,1126387,10460,1172395,456,406,34658,2746,371998,406656,38,3378,27,2756,3,410,212,205,25,13,6,1226,-,-,--,--,--,--,--,--
11/3/2020,601,485,46609,13041,1139428,13642,1186037,529,420,35187,2328,374326,409513,33,3411,25,2781,1,411,219,212,25,13,1,1227,-,-,--,--,--,--,--,--
11/4/2020,689,605,47298,16106,1155534,16795,1202832,639,541,35826,2723,377049,412875,32,3443,25,2806,2,413,224,218,26,12,4,1231,-,-,--,--,--,--,--,--
11/5/2020,768,686,48066,16597,1172131,17365,1220197,682,617,36508,2646,379695,416203,46,3489,35,2841,1,414,234,226,25,14,4,1235,-,-,--,--,--,--,--,--
11/6/2020,774,744,48840,16029,1188160,16803,1237000,692,671,37200,2834,382529,419729,43,3532,31,2872,1,415,245,234,29,17,5,1240,-,-,--,--,--,--,--,--
11/7/2020,603,715,49443,13652,1201812,14255,1251255,575,650,37775,2295,384824,422599,34,3566,25,2897,1,416,253,244,32,18,1,1241,-,-,--,--,--,--,--,--
11/8/2020,337,571,49780,4168,1205980,4505,1255760,325,531,38100,1198,386022,424122,33,3599,26,2923,1,417,259,252,31,19,6,1247,-,-,--,--,--,--,--,--
11/9/2020,809,583,50589,9063,1215043,9872,1265632,764,555,38864,2164,388186,427050,39,3638,33,2956,2,419,263,258,29,18,4,1251,-,-,--,--,--,--,--,--
11/10/2020,1058,735,51647,12983,1228026,14041,1279673,981,690,39845,2680,390866,430711,44,3682,35,2991,0,419,272,265,32,18,6,1257,-,-,--,--,--,--,--,--
11/11/2020,1096,988,52743,19821,1247847,20917,1300590,1003,916,40848,2488,393354,434202,41,3723,24,3015,5,424,284,273,31,15,9,1266,-,-,--,--,--,--,--,--
11/12/2020,898,1017,53641,13917,1261764,14815,1315405,812,932,41660,2063,395417,437077,39,3762,31,3046,3,427,289,282,29,15,5,1271,-,-,--,--,--,--,--,--
11/13/2020,1190,1061,54831,16393,1278157,17583,1332988,1113,976,42773,2885,398302,441075,41,3803,31,3077,0,427,299,291,28,15,2,1273,-,-,--,--,--,--,--,--
11/14/2020,802,963,55633,13527,1291684,14329,1347317,738,888,43511,2310,400612,444123,41,3844,25,3102,5,432,310,299,26,13,10,1283,-,-,--,--,--,--,--,--
